timestamp,sound_class,confidence,alert_type,thingspeak_status
2025-04-14 22:10:58,display_name,0.9886471033096313,HUMAN,Success
2025-04-14 22:10:59,display_name,0.9714186191558838,HUMAN,Success
2025-04-14 22:11:01,display_name,0.9273396730422974,HUMAN,Success
2025-04-14 22:11:02,display_name,0.8977200388908386,HUMAN,Success
2025-04-14 22:11:03,display_name,0.9838955998420715,HUMAN,Success
2025-04-14 22:11:05,display_name,0.977560818195343,HUMAN,Success
2025-04-14 22:11:06,display_name,0.9414488077163696,HUMAN,Success
2025-04-14 22:11:07,display_name,0.9880664944648743,HUMAN,Success
2025-04-14 22:11:08,display_name,0.9843913912773132,HUMAN,Success
2025-04-14 22:11:09,display_name,0.982060432434082,HUMAN,Success
2025-04-14 22:11:11,display_name,0.9903299808502197,HUMAN,Success
2025-04-14 22:11:12,display_name,0.9930211305618286,HUMAN,Success
2025-04-14 22:11:13,display_name,0.8424557447433472,HUMAN,Success
2025-04-14 22:11:15,display_name,0.5079919695854187,HUMAN,Success
2025-04-14 22:11:16,Crackle,0.526619017124176,CHAINSAW,Success
2025-04-14 22:11:17,Crackle,0.19304224848747253,NORMAL,Success
2025-04-14 22:11:18,Crackle,0.26472726464271545,GUN,Success
2025-04-14 22:11:20,Crackle,0.2942749857902527,GUN,Success
2025-04-14 22:11:21,display_name,0.9861984848976135,HUMAN,Success
2025-04-14 22:11:23,display_name,0.9650664329528809,HUMAN,Success
2025-04-14 22:11:24,display_name,0.9488552808761597,HUMAN,Success
2025-04-14 22:11:25,display_name,0.5316391587257385,HUMAN,Success
2025-04-14 22:11:26,Crackle,0.5713662505149841,CHAINSAW,Success
2025-04-14 22:11:28,display_name,0.8735622763633728,HUMAN,Success
2025-04-14 22:11:29,display_name,0.8746591806411743,HUMAN,Success
2025-04-14 22:11:32,Crackle,0.5218495726585388,CHAINSAW,Success
2025-04-14 22:11:33,Crackle,0.6011189222335815,CHAINSAW,Success
2025-04-14 22:11:34,display_name,0.8889461159706116,HUMAN,Success
2025-04-14 22:11:36,display_name,0.9911831021308899,HUMAN,Success
2025-04-14 22:11:37,display_name,0.9927607774734497,HUMAN,Success
2025-04-14 22:11:39,display_name,0.9119483828544617,HUMAN,Success
2025-04-14 22:11:40,display_name,0.90357506275177,HUMAN,Success
2025-04-14 22:11:41,display_name,0.7348150014877319,HUMAN,Success
2025-04-14 22:11:43,display_name,0.9743162393569946,HUMAN,Success
2025-04-14 22:11:44,display_name,0.978759229183197,HUMAN,Success
2025-04-14 22:11:45,display_name,0.9989930987358093,HUMAN,Success
2025-04-14 22:11:46,display_name,0.8422071933746338,HUMAN,Success
2025-04-14 22:11:47,display_name,0.9377142190933228,HUMAN,Success
2025-04-14 22:11:48,display_name,0.878726601600647,HUMAN,Success
2025-04-14 22:11:50,display_name,0.8959192037582397,HUMAN,Success
2025-04-14 22:11:51,display_name,0.9936773777008057,HUMAN,Success
2025-04-14 22:11:53,display_name,0.981501579284668,HUMAN,Success
2025-04-14 22:11:54,display_name,0.9916480779647827,HUMAN,Success
2025-04-14 22:11:56,display_name,0.9560347199440002,HUMAN,Success
2025-04-14 22:11:57,display_name,0.8298091888427734,HUMAN,Success
2025-04-14 22:11:58,display_name,0.9001585245132446,HUMAN,Success
2025-04-14 22:11:59,display_name,0.6283153295516968,HUMAN,Success
2025-04-14 22:12:01,display_name,0.9021987318992615,HUMAN,Success
2025-04-14 22:12:02,display_name,0.9041239619255066,HUMAN,Success
2025-04-14 22:12:03,display_name,0.7265564799308777,HUMAN,Success
2025-04-14 22:12:04,display_name,0.14885084331035614,NORMAL,Success
2025-04-14 22:12:05,display_name,0.9846043586730957,HUMAN,Success
2025-04-14 22:12:07,display_name,0.8035109043121338,HUMAN,Success
2025-04-14 22:12:08,display_name,0.7736770510673523,HUMAN,Success
2025-04-14 22:12:09,display_name,0.968443751335144,HUMAN,Success
